,brand,category,name,ingredients,details,image_url,id
22,Lancôme,Makeup,BI-FACIL - Double-Action Eye Makeup Remover Mini,Water- Cyclopentasiloxane- Isohexadecane- Sodium Chloride- Poloxamer 184- Hexylene Glycol- Dipotassium Phosphate- Benzyl Alcohol- Potassium Phosphate- Quaternium-15- Benzalkonium Chloride- Fragrance- Citronellol- Geraniol.,"What it is:An award-winning- gentle- liquid eye makeup remover. 

What it is formulated to do:This formula activates when shaken to gently whisk away even waterproof eye makeup while conditioning and refreshing the skin. Ideal for sensitive skin and contact lenses- it leaves eyes feeling cool and relaxed without an oily residue. 

What else you need to know:This product has been ophthalmologist tested for safety.Beauty Tip:After removing all traces of eye makeup- apply Rénergie Lift Multi-Action Eye around the eye contour for a brighter- more youthful appearance by morning.
",https://www.sephora.com/productimages/sku/s1783174-main-zoom.jpg?imwidth=930,0312278586
23,Urban Decay,Eyeliner,24/7 Glide-On Eye Pencil,Isododecane- Cyclopentasiloxane- PEG/PPG-19/19 Dimethicone- Synthetic Wax- Hydrogenated Polydicyclopentadiene- Nylon-12- C20-40 Alcohols- Perfluorononyl Dimethicone- Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate- Polyethylene- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate- Tocopherol. [+/- (May Contain/Peut contenir): CI 77499 (Iron Oxides)- CI 77019 (Mica)- CI 77510 (Ferric Ferrocyanide)- CI 77266 (Black 2)].,What it is: An award-winning waterproof eye pencil that glides on ultra-creamy and delivers intense- long-wearing color that won’t budge.Highlighted Ingredients: - Vitamin E: Hydrates- moisturizes- and conditions the lash line. - Jojoba Oil and Cottonseed Oil: Condition and soften the skin. Ingredient Callouts: This product is vegan and cruelty-free.What Else You Need to Know: Upgrade your makeup bag with this waterproof eyeliner. Made with hydrating ingredients like vitamin E- jojoba oil- and cottonseed oil- Urban Decay's 24/7 Eye Pencil comes in matte- satin- and metallic finishes- goes on smoothly- blends easily- and dries to a long-lasting finish.,https://www.sephora.com/productimages/sku/s1393693-main-zoom.jpg?imwidth=930,0743418174
24,Urban Decay,Foundation,Stay Naked Weightless Foundation,Water- Dimethicone- Isododecane- Alcohol Denat.- Trimethylsiloxysilicate- Butylene Glycol- PEG-10 Dimethicone- Perlite- Disteardimonium Hectorite- Synthetic Fluorphlogopite- Nylon-12- Isopropyl Lauroyl Sarcosinate- Diisopropyl Sebacate- HDI/Trimethylol Hexyllactone Crosspolymer- Bis-PEG/PPG-14/14 Dimethicone- Magnesium Sulfate- Phenoxyethanol- Disodium Stearoyl Glutamate- Dipentaerythrityl Tetrahydroxystearate/Tetraisostearate- Silica- Silica Silylate- Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer- Tocopherol- Moroccan Lava Clay- Aluminum Hydroxide- Glycerin- Empetrum Nigrum Fruit Juice- Isobutane- Potassium Sorbate- Methicone. May Contain (+/-):Iron Oxides (Ci 77491- Ci 77492- Ci 77499)- Titanium Dioxide (Ci 77891)- Ultramarines (Ci 77007)- Yellow 6 Lake (Ci 15985).,What it is: A vegan- buildable- medium-coverage liquid foundation with a real-skin- matte finish that lasts up to 24 hours.Coverage: MediumFinish: Matte Formulation: Liquid Skin Type: Normal- Dry- Combination- and Oily Ingredient Callouts: This product is vegan and cruelty-free. What Else You Need to Know: Available in 50 shades—designed with nine shade intensities- three master-tones- and seven undertones—this waterproof- long-wear foundation feels like a second skin- thanks to its breathable formula. It feels better and looks better with stay-true color- which minimizes the appearance of pores.,https://www.sephora.com/productimages/sku/s2246932-main-zoom.jpg?imwidth=930,0671021001
25,Urban Decay,Eye Primer,Eyeshadow Primer Potion - Original,Isododecane- Talc- Cyclopentasiloxane- Disteardimonium Hectorite- Trimethylsiloxysilicate- Trihydroxystearin- Polyethylene- Triethylhexanoin- Hydroxystearic/Linolenic/Oleic Polyglycerides- Sorbitan Sesquioleate- VP/Eicosene Copolymer- Dimethicone- PEG-40 Stearate- Phenoxyethanol- Synthetic Beeswax- Propylene Carbonate- Water. [+/- (May Contain): Mica- CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)- CI 77163 (Bismuth Oxychloride)].,What it is: An award-winning nude eyeshadow primer that ensures vibrant- crease-free wear for up to 24 hours.Ingredient Callouts: Free of parabens. This product is also vegan and cruelty-free.What Else You Need to Know: This eye primer keeps eyeshadow crease-free- color vibrant- and application smooth. Formulated with polymer technology- this vegan beauty essential serves as the perfect foundation for your eyeshadow and eyeliner- filling in the look of any surface imperfections and prepping lids for all-day wear,https://www.sephora.com/productimages/sku/s1704402-main-zoom.jpg?imwidth=930,0345370775
26,Urban Decay,Makeup,All Nighter Long-Lasting Makeup Setting Spray Mini, Aqua / Water- Alcohol Denat.- PVP- Dimethicone PEG-7 Phosphate- PPG-3 Benzyl Ether Myristate- Polyhydroxystearic Acid- Dipropylene Glycol- Isononyl Isononanoate- Ethylhexyl Isononanoate- Caprylyl Glycol- Sodium Cocamidopropyl PG-Dimonium Chloride Phosphate- Methyl Methacrylate Crosspolymer- Glycereth-5 Lactate- Sodium Hydroxide- Parfum / Fragrance- Phenylpropanol- Propanediol- Methyl Diisopropyl Propionamide- Poloxamer 407- Aloe Barbadensis Leaf Juice Powder- Maltodextrin- Hexyl Cinnamal- Linalool- Citronellol- Limonene- Benzyl Alcohol- Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate- Tocopherol- Potassium Sorbate- Sodium Benzoate- BHT. ,"What it is:A weightless setting spray that keeps makeup looking just-applied for up to 16 hours. 

What it does:Is makeup meltdown ruining your midnight mojo? Mist on this weightless spray to give your makeup serious staying power. Developed in an exclusive partnership with SKINDINÄVIA- this groundbreaking- clinically tested formula is suitable for all skin types and features patented Temperature Control Technology. It actually lowers the temperature of your makeup to keep foundation- eyeshadow- blush- and concealer in place—even in hot and humid or cold and windy conditions. The result? Smoother-looking skin and vibrant makeup that lasts all day (or night) without melting- cracking- fading- or settling into fine lines.

What it is formulated WITHOUT:- Parabens- Sulfates - Phthalates

What else you need to know:
Unlike similar products on the market that feel sticky or tight on your skin- the sprayer delivers a microfine mist that goes on so light- you’ll hardly feel it—and once you’ve applied it- you won’t even know it’s there. 
Research results:
In a 7-day clinical study of All Nighter:
- 78% of participants said All Nighter helped their makeup last for 16 hours
- Over 80% said their makeup not only looked better- it stayed on better (even in the T-zone) without settling into fine lines
- Whether they had combination- oily- or dry skin- 88% or more said All Nighter was the best product to help their makeup last",https://www.sephora.com/productimages/sku/s1899954-main-zoom.jpg?imwidth=930,0446605239
27,Urban Decay,Mascara,Perversion Mascara,-Hairdensyl: Helps support lash growth.-Honey Extract: Nurtures lashes-Marine Collagen: Protects lashes. Water- Synthetic Beeswax- Acacia Senegal Gum- Stearic Acid- Palmitic Acid- Copernicia Cerifera (Carnauba) Wax (Cera Carnauba/Cire de Carnuba)- Butylene Glycol- Glyceryl Stearate- Polybutene- VP/Eicosene Copolymer- Aminomethyl Propanol- Pentylene Glycol- Phenoxyethanol- Caprylyl Glycol- Sodium Dehydroacetate- Potassium Sorbate- Hydroxyethylcellulose- Soluble Collagen- Myristic Acid- Arachidic Acid- Behenic Acid- Glycerin- Propylene Glycol- Oleic Acid- Mel (Honey/Miel) Extract- Sodium PCA- Hydrolyzed Elastin- Glycogen- Serine. [+/- (May Contain): CI 77499 (Iron Oxides)].,What it is: An ultra-creamy- lengthening- and volumizing mascara that delivers the dramatic look of false eyelashes.Highlighted Ingredients: - Hairdensyl: Helps support lash growth.- Honey Extract: Nurtures lashes.- Marine Collagen: Protects lashes.Ingredient Callouts: Free of parabens. This product is also cruelty-free.What Else You Need to Know: Perversion’s creamy texture delivers the deepest- most intense black color- while the volumizing brush separates and defines for a clean- clump-free finish. Formulated with marine collagen and honey extract- this mascara nurtures and protects.,https://www.sephora.com/productimages/sku/s1635770-main-zoom.jpg?imwidth=930,0156027321
28,Urban Decay,Eye Palettes,Naked3 Palette,Darkheart:  Talc- Zinc Stearate- Silica- Ethylhexyl Palmitate- Boron Nitride- Sodium Dehydroacetate- Phenoxyethanol- Sorbic Acid- Tin Oxide. [+/- (May Contain): CI 77491- CI 77492- CI 77499 / Iron Oxides- Mica- CI 77891 / Titanium Dioxide- CI 75470 / Carmine- CI 77288 / Chromium Oxide Greens]. All Other Shades:  Talc- Caprylic/Capric Triglyceride- Zinc Stearate- Ptfe- Polyethylene Terephthalate- Calcium Aluminum Borosilicate- Ethylene/Acrylic Acid Copolymer- Calcium Sodium Borosilicate- Sodium Dehydroacetate- Synthetic Fluorphlogopite- Phenoxyethanol- Silica- Sorbic Acid- Polyurethane-33- Aluminum Hydroxide- Tin Oxide- Acrylates Copolymer- Polybutylene Terephthalate- Polylactic Acid- Polymethyl Methacrylate- Stearic Acid- Calcium Stearate- Magnesium Stearate. [+/- (All Shades May Contain): Mica- Ci 77891 / Titanium Dioxide- Ci 77491- Ci 77492- Ci 77499 / Iron Oxides- Ci 77742 / Manganese Violet- Ci 77007 / Ultramarines- Ci 77163 / Bismuth Oxychloride- Ci 77400 / Bronze Powder- Ci 77000 / Aluminum Powder- Ci 75470 / Carmine- Ci 42090 / Blue 1 Lake- Ci 77510 / Ferric Ferrocyanide- Ci 77288 / Chromium Oxide Greens- Ci 77510 / Ferric Ammonium Ferrocyanide- Ci 77400 / Copper Powder- Ci 77289 / Chromium Hydroxide Green- Ci 19140 / Yellow 5 Lake- Ci 19140 / Yellow 5. ,What it is: An eyeshadow palette with 12 rose-hued neutrals in ultra-smooth mattes- gorgeous pearls- and glimmering metallics.Ingredient Callouts: Free of sulfates SLS and SLES- parabens- and phthalates. This product is also cruelty-free.What Else You Need to Know: Every shade in this palette- from the palest pink shimmer to a deep black matte with rosy red micro-glitter- is formulated with Urban Decay’s Pigment Infusion System™ to deliver velvety texture- richly pigmented color- serious staying power- and optimal blendability.This Palette Contains:- 12 x 0.05 oz/ 1.41 g Eyeshadows in Strange (pale neutral pink matte-satin)- Dust (pale metallic pink shimmer with iridescent micro-glitter)- Burnout (light pink-peach satin)- Limit (light dusty rose matte)- Buzz (metallic rose shimmer with silver micro-glitter)- Trick (light metallic pinky-copper shimmer with tonal micro-sparkle)- Nooner (medium pinky-brown matte)- Liar (medium metallic mauve shimmer)- Factory (pinky-brown satin)- Mugshot (metallic taupe shimmer with slight pink shift)- Darkside (deep taupe-mauve satin)- Darkheart (smoky black matte with rosy-red micro-sparkle),https://www.sephora.com/productimages/sku/s1573336-main-zoom.jpg?imwidth=930,0440241073
29,Urban Decay,Makeup,Naked2 Basics Eyeshadow Palette,Skimp:  Talc- Mica- Caprylic/Capric Triglyceride- Kaolin- Silica- Boron Nitride- PTFE- Dimethicone- Zinc Stearate- Methicone- Glyceryl Caprylate- Sodium Dehydroacetate- [+/- (May Contain): CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)-CI 75470 (Carmine)- CI 77007 (Ultramarines)].Stark:  Kaolin- Talc- Mica- Silica- Caprylic/Capric Triglyceride- PTFE- Boron Nitride- Dimethicone- Methicone- Glyceryl Caprylate- Zinc Stearate- Sodium Dehydroacetate- [+/- (May Contain): CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)-CI 75470 (Carmine)- CI 77007 (Ultramarines)].Frisk: Mica- Kaolin- Talc- Boron Nitride- Caprylic/Capric Triglyceride- Silica- PTFE- Zinc Stearate- Dimethicone- Methicone- Glyceryl Caprylate- Sodium Dehydroacetate- [+/- (May Contain): CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)-CI 75470 (Carmine)- CI 77007 (Ultramarines)].Cover/Primal: Talc- Kaolin- Mica- Boron Nitride- Caprylic/Capric Triglyceride- Silica- PTFE- Zinc Stearate- Dimethicone- Methicone- Glyceryl Caprylate- Sodium Dehydroacetate- [+/- (May Contain): CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)-CI 75470 (Carmine)- CI 77007 (Ultramarines)].Undone: Talc- Boron Nitride- Mica- Kaolin- Silica- PTFE- Caprylic/Capric Triglyceride- Zinc Stearate- Dimethicone- Methicone- Glyceryl Caprylate- Sodium Dehydroacetate- [+/- (May Contain): CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)-CI 75470 (Carmine)- CI 77007 (Ultramarines)].,What it is: A versatile eyeshadow palette featuring six taupe-hued shades for everyday beauty looks.Ingredient Callouts: This product is cruelty-free and gluten-free.What Else You Need to Know: Ideal for creating a neutral matte eye or pairing with brighter shades as a base- these taupe eyeshadows compliment a wide range of skin tones- from cool to olive to dark- and are made with Urban Decay’s Pigment Infusion System™ for velvety texture- rich color- staying power- and blendability. This Palette Contains:- 6 x 0.05 oz/ 1.4 g Eyeshadows Skimp (pale nude satin)- Stark (nude-pink matte)- Frisk (warm gray matte)- Cover (muted red-brown matte)- Primal (muted brown matte)- Undone (deep- smoky brown matte),https://www.sephora.com/productimages/sku/s1637719-main-zoom.jpg?imwidth=930,0671003755
30,Urban Decay,Foundation,All Nighter Liquid Foundation,Cyclopentasiloxane- Water- Methyl Methacrylate Crosspolymer- Dimethicone- Isododecane- Butylene Glycol- Acrylates/Dimethicone Copolymer- PEG/PPG-18/18 Dimethicone- Phenyl Trimethicone- Magnesium Sulfate- Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone- Phenoxyethanol- Dimethicone Crosspolymer- Disteardimonium Hectorite- Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone- Isopropyl Titanium Triisostearate- Dimethicone Crosspolymer-3- Propylene Carbonate- Tocopherol. [+/- (All Shades May Contain): CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)].,What it is: A full-coverage- waterproof foundation that lasts all night- is comfortable enough to wear every day- and is completely matte- never flat.Coverage: Full Finish: Natural  Formulation: Liquid Skin Type: Combination and Oily  Ingredient Callouts: Free of parabens. This product is also vegan and cruelty-free. What Else You Need to Know: Get all-night wear and a blown-out effect you never thought was possible for a flawless-looking complexion. Loaded with an insane amount of pigment- this waterproof formula diffuses light to blur flaws for beautifully-perfected skin as it mattifies and absorbs oil to reduce the appearance of shine.,https://www.sephora.com/productimages/sku/s1847508-main-zoom.jpg?imwidth=930,0060976845
31,Urban Decay,Eyeshadow,Eyeshadow, Caprylic/Capric Triglyceride- Talc- Zinc Stearate- PTFE- Ethylene/Acrylic Acid Copolymer- Sodium Dehydroacetate- Phenoxyethanol- Sorbic Acid. May contain: CI 77019 (Mica)- CI 77891 (Titanium Dioxide)- CI 77491/77499 (Iron Oxides).,"What it is:An innovative eyeshadow that delivers a high-pigment- velvety finish that lasts.
What it does:This eyeshadow features even softer- velvety texture and richer- more decadent color. Sweep on smoother- more uniform pigment and blendability- and longer-lasting- more crease-free wear. This array of shades features a completely revamped assortment of shadows in new finishes- and a redesigned token compact.
Formulated with Urban Decay’s Pigment Infusion System™- it acts as a vehicle for color that holds tightly to pigment so that the eyeshadow can glide on seamlessly. It features a proprietary blend of ingredients that allows color to fuse with the formula- resulting in high-impact color that stays on your lids. 
What it is formulated WITHOUT:- Parabens- Sulfates- Phthalates
What else you need to know:This new assortment of shades features bestselling favorites- all-new shades- and several shades previously available in past palettes.

Each eyeshadow features packaging that’s inspired by New York City subway tokens. The chromed gunmetal compact has a clear window that allows you to see your shade and easily pop your shadows out and into one of the new customizable palettes.
",https://www.sephora.com/productimages/sku/s2417905-main-zoom.jpg?imwidth=930,1400034779
32,Urban Decay,Concealer,Stay Naked Correcting Concealer,Water- Cyclopentasiloxane- Butylene Glycol- Silica- Cyclohexasiloxane- Glycerin- Isononyl Isononanoate- Peg/Ppg-18/18 Dimethicone- Dimethicone- Camellia Sinensis Leaf Extract- Sodium Chloride- Cetyl Peg/Ppg-10/1 Dimethicone- Disteardimonium Hectorite- Isopropyl Titanium Triisostearate- Phenoxyethanol- Trimethylsiloxysilicate- Caprylyl Glycol- Propylene Carbonate- Tocopheryl Acetate- Triethoxycaprylylsilane- Tetrahexyldecyl Ascorbate- Alumina- Carbomer- Sodium Lactate- Litchi Chinensis Pericarp Extract- Polysorbate 20- Biosaccharide Gum-1- Sodium Hyaluronate- Disodium Edta- Sodium Benzoate- Tocopherol- Palmitoyl Tripeptide-1- Palmitoyl Tetrapeptide-7- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. May Contain (+/-):Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491- Ci 77492- Ci 77499)- Bismuth Oxychloride (Ci 77163). ,What it is:  An ultra-pigmented- lightweight concealer that covers hyperpigmentation and imperfections with a real-skin- matte finish- and lasts up to 24 hours.Coverage: FullFinish: MatteFormulation: Liquid Skin Type: Normal- Dry- Combination- and Oily Ingredient Callouts: This product is vegan and cruelty-free.What Else You Need to Know: With 25 vegan shades- this concealer features nine shade intensities- three master-tones- five undertones- and enough coverage to last all day. Use this flexible- second-skin concealer for just about anything- from covering an imperfection to highlighting a cheekbone. The patented- wave-tip applicator makes it easy to get the right level of coverage. Use the flat side for precise- light application or lean into the curve for a heavier dose of product.,https://www.sephora.com/productimages/sku/s2247476-main-zoom.jpg?imwidth=930,0786868716
33,Urban Decay,Eye Primer,Eyeshadow Primer Potion - Anti-Aging,Isododecane- Talc- Cyclopentasiloxane- Trimethylsiloxysilicate- Triethylhexanoin- Oryza Sativa (Rice/Riz) Bran Oil- Trihydroxystearin- Disteardimonium Hectorite- Polyethylene- Sorbitan Sesquioleate- VP/Hexadecene Copolymer- C12-15 Alkyl Benzoate- Dimethicone- Alumina- Caprylic/Capric Triglyceride- Phenoxyethanol- PEG-40 Stearate- Synthetic Beeswax- Propylene Carbonate- Hexyl Laurate- Polyglyceryl-4 Isostearate- Tribehenin- PEG-10 Dimethicone- Stearic Acid- Ethylhexylglycerin- Ceramide 2- PEG-10 Rapeseed Sterol- Alaria Esculenta Extract- Palmitoyl Oligopeptide- Aqua (Water/Eau) May Contain: Mica- CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)- CI 77163 (Bismuth Oxychloride). ,What it is: A creamy eyeshadow primer with anti-aging benefits that ensures vibrant- crease-free color for up to 24 hours.Ingredient Callouts: Free of parabens. This product is also vegan and cruelty-free.What Else You Need to Know: A vegan beauty favorite- this eye primer preps lids for shadow and eyeliner- intensifying color for all-day wear. Optical blurring pigments create a soft-focus effect that minimizes redness and smooths texture- while anti-aging skincare ingredients help fight the look of wrinkles and improve skin tone.Clinical Results: In a 8-week clinical study:- 100% of participants had a measurable improvement in the appearance of fine lines- 100% had measurably brighter skin- 97% had a measurable improvement in radiance and clarity,https://www.sephora.com/productimages/sku/s1704410-main-zoom.jpg?imwidth=930,0440234743
34,Urban Decay,Lipstick,Vice Lipstick, Octyldodecanol- Isodecyl Neopentanoate- Kaolin- Cetyl Ricinoleate- Butyrospermum Parkii Oil / Shea Oil- Aluminum Starch Octenylsuccinate- Candelilla Cera / Candelilla Wax- Cetyl Lactate- Cera Alba / Beeswax- Cera Microcristallina / Microcrystalline Wax- Polyethylene- Dimethicone/Bis-Isobutyl Ppg-20 Crosspolymer- Aqua / Water- Octyldodecyl Neopentanoate- Caprylyl Glycol- Calcium Sodium Borosilicate- Aluminum Hydroxide- Alumina- Pentaerythrityl Tetra-di-t-Butyl Hydroxyhydrocinnamate- Silica- Tocopherol- Tocopheryl Acetate- Colophonium / Rosin- Glycine Soja Oil / Soybean Oil- Squalane- Orbignya Oleifera Seed Oil- Simmondsia Chinensis Seed Oil / Jojoba Seed Oil- Ascorbyl Palmitate- Theobroma Cacao Seed Butter / Cocoa Seed Butter- Persea Gratissima Oil / Avocado Oil- Shorea Stenoptera Seed Butter- Butyrospermum Parkii Butter / Shea Butter- Tin Oxide- Aloe Barbadensis Leaf Extract- Synthetic Fluorphlogopite- Calcium Aluminum Borosilicate- Polyethylene Terephthalate- Citric Acid- Polylactic Acid. [+/- (May Contain/Peut contenir): CI 77891 / Titanium Dioxide- CI 77491- CI 77492- CI 77499 / Iron Oxides- Mica- CI 15850 / Red 7 Lake- CI 77120 / Barium Sulfate- CI 45410 / Red 28 Lake- CI 15850 / Red 6- CI 19140 / Yellow 5 Lake- CI 15985 / Yellow 6 Lake- CI 42090 / Blue 1 Lake- CI 17200 / Red 33 Lake- CI 75470 / Carmine].,What it is: An innovative lip formula- in an array of shades and finishes- that gives an unbelievable laydown of color with just one swipe.What it does: Vice Lipstick features six indulgent finishes  and array of addictive shades that range from bold brights to dark hues to versatile neutrals. Each shade applies smoothly (without dragging or skipping)- hugs lips- and feels ultra-comfortable. Urban Decay’s proprietary Pigment Infusion System™ gives the formula its super-creamy texture- rich payout- and superior color dispersion. What else you need to know: This creamy formula is packed with nourishing ingredients. A butter blend comforts- hydrates- and enhances- leaving lips soft and conditioned- and never dry. Aloe vera- jojoba- avocado- and babassu oils nourish and soften lips. Illipe butter- derived from Malaysian illipe trees- provides long-lasting moisture- while the vitamins C and E deliver a hint of antioxidants.,https://www.sephora.com/productimages/sku/s2481943-main-zoom.jpg?imwidth=930,0440222656
35,Urban Decay,Makeup,Eyeshadow Primer Potion - Original Mini,Isododecane- Talc- Cyclopentasiloxane- Disteardimonium Hectorite- Trimethylsiloxysilicate- Trihydroxystearin- Polyethylene- Triethylhexanoin- Hydroxystearic/Linolenic/Oleic Polyglycerides- Sorbitan Sesquioleate- VP/Eicosene Copolymer- Dimethicone- PEG-40 Stearate- Phenoxyethanol- Synthetic Beeswax- Propylene Carbonate- Water. [+/- (May Contain): Mica- CI 77891 (Titanium Dioxide)- CI 77491/77492/77499 (Iron Oxides)- CI 77163 (Bismuth Oxychloride)].,"What it is:A 24-hour wear- nude eyeshadow primer that ensures vibrant- crease-free wear.

What it does:This primer keeps your eyeshadow crease-free while making color more vibrant and providing a smoother application. Formulated with polymer technology- it fills in any imperfections on the skin’s surface- prepping lids for all-day wear. It glides on smoothly- blends beautifully on all skin tones- and dries on invisibly.",https://www.sephora.com/productimages/sku/s1704444-main-zoom.jpg?imwidth=930,0440221471
36,Urban Decay,Lip Liner,24/7 Glide-On Lip Pencil,Cyclopentasiloxane- Polybutene- Synthetic Wax- Isododecane- Simmondsia Chinensis Seed Oil / Jojoba Seed Oil- Hydrogenated Cottonseed Oil- Ceresin- Ozokerite- Cera Microcristallina / Microcrystalline Wax / Cire Microcristalline- Phenoxyethanol- Alumina- Tocopherol- Calcium Aluminum Borosilicate- Barium Sulfate- Ascorbyl Palmitate- Colophonium / Rosin / Colophane- Silica- Tin Oxide. [+/- (May contain/Peut contenir): Mica- CI 77891 / Titanium Dioxide- CI 77491- CI 77492- CI 77499 / Iron Oxides- CI 15850 / Red 7- CI 45410 / Red 28 Lake- CI 15850 / Red 7 Lake- CI 15850 / Red 6- CI 77163 / Bismuth Oxychloride- CI 77742 / Manganese Violet- CI 15985 / Yellow 6 Lake- CI 42090 / Blue 1 Lake- CI 19140 / Yellow 5 Lake- CI 75470 / Carmine- CI 73360 / Red 30]. ,"What it is:
A creamy- 24-hour wear lip pencil that lines and primes lips.

What it does:
 Get primed and ready with Urban Decay’s 24/7 Glide-On Lip Pencil. This long-lasting- waterproof liner glides on smoothly to prime and define lips for long-lasting lip color and clean lines. It features a wide array of shades that coordinate with Vice Lipstick.

Use 24/7 Lip Pencil to fill in your lips completely- prime them for lipstick or gloss- and lock onto color. It even prevents color from feathering out of bounds. The waterproof formula glides on smoothly- stays creamy- and defines your lips with gorgeous color- while never feeling dry or cakey. Formulated with moisturizing vitamin E- jojoba oil- and cottonseed oil- it nourishes lips every time you apply.

What else you need to know:
 The shade-matched barrels make it easy to find the exact color you need.",https://www.sephora.com/productimages/sku/s1724921-main-zoom.jpg?imwidth=930,0345361792
37,Urban Decay,Face Primer,All Nighter Face Primer,Aqua / Water / Eau- Butylene Glycol- Polyacrylamide- Ethylhexyl Palmitate- Glycerin- C13-14 Isoparaffin- Phenoxyethanol- Caprylyl Glycol- Pullulan- Laureth-7- Tocopheryl Acetate- Tetrahexyldecyl Ascorbate- Silica Dimethyl Silylate [nano] / Silica Dimethyl Silylate- Nannochloropsis Oculata Extract- Carbomer- Sodium Lactate- Potassium Sorbate- Triethanolamine- Sodium Benzoate- Litchi Chinensis Pericarp Extract- Polysorbate 20- Sodium Hyaluronate- Hexylene Glycol- Palmitoyl Tripeptide-1- Palmitoyl Tetrapeptide-7.,What it is: A smoothing and hydrating face primer that grips foundation into place and supports its staying power- so your look lasts all day.Ingredient Callouts: This product is also vegan and cruelty-free.What Else You Need to Know: This long-wearing complexion primer goes on sheer- silky soft to the touch- and leaves skin feeling hydrated. It preps and smooths the look of skin- then grips makeup in place so it lasts longer- but is so lightweight that you can wear it solo. It reduces the look of fine lines and leaves skin feeling slightly lifted. ,https://www.sephora.com/productimages/sku/s2302818-main-zoom.jpg?imwidth=930,0440236673
